cell_line,agent,GR_AOC,GRmax,GR50
T47D-PR,THZ1,0.215774065,-0.203044052,0.101551369
HS578T,THZ531,0.34400991,-0.15894113,0.055405628
Hs578T-PR,THZ531,0.36144954700000004,-0.221993632,0.057530784
MCF7,THZ531,0.330868047,-0.291381343,0.062328317
MCF7-PR,THZ531,0.453620411,-0.8097128029999999,0.054539188
MGH312,THZ531,0.605277593,-0.8349805809999999,0.033826172
MGH358,THZ531,0.560429986,-0.982193821,0.071756751
T47D,THZ531,0.248020219,-0.247077475,0.108813392
T47D-PR,THZ531,0.135559383,-0.11261610300000001,0.28530059
MGH312,Taselisib/GDC0032,0.8801623340000001,-0.89530604,0.037128978
MGH358,Taselisib/GDC0032,1.787951639,-0.998752436,0.001085554
MGH312,Tivantinib/ARQ197,0.408065855,-0.47182209,0.379583006
MGH358,Tivantinib/ARQ197,0.216537371,-0.017728278,0.729999325
MGH312,Torin2,0.7968470609999999,-0.6918787359999999,0.005739016
MGH358,Torin2,0.9864798,-0.9957864190000001,0.003786293
MGH312,Trametinib/GSK1120212,-0.112007705,1.077774409,inf
MGH358,Trametinib/GSK1120212,0.003265332,0.39360260799999996,inf
MGH312,Volasertib/BI6727,0.778252747,-0.59702315,0.007622139
MGH358,Volasertib/BI6727,0.397059245,0.015449078,0.004409119
MGH312,Vorinostat,0.3988859420000001,-0.8445761359999999,0.756439921
MGH358,Vorinostat,0.261667948,-0.7192993790000001,1.358320499
HS578T,YKL-5-124,0.70722899,-0.370590425,0.005812356
Hs578T-PR,YKL-5-124,1.045099987,-0.130763362,9.93E-06
MCF7,YKL-5-124,0.8042998690000001,-0.2358722610000001,0.00077023
MCF7-PR,YKL-5-124,1.048668933,-0.715162842,0.0003522
MGH312,YKL-5-124,0.89510812,-0.8252761999999999,0.004181189
MGH358,YKL-5-124,0.9187031990000001,-0.7856634720000001,0.001918907
T47D,YKL-5-124,1.013834648,-0.305738684,0.000268823
T47D-PR,YKL-5-124,0.667831141,-0.033475429,#NAME?
HS578T,ZZ1-33B,0.834755728,-0.134043225,0.007824664
Hs578T-PR,ZZ1-33B,0.613903732,-0.308910505,0.053163428
MCF7,ZZ1-33B,0.863527607,-0.321517263,0.009202448
MCF7-PR,ZZ1-33B,1.4056199230000002,-0.605343447,0.000448182
MGH312,ZZ1-33B,1.799224757,-0.8554942640000001,0.000110408
MGH358,ZZ1-33B,1.965956155,-0.997236075,0.000183289
T47D,ZZ1-33B,1.27448085,-0.339396914,0.000347173
T47D-PR,ZZ1-33B,0.967191309,-0.011569178999999999,0.000842714
HS578T,senexin b,0.123662799,0.765255293,755102.6627
Hs578T-PR,senexin b,0.241248413,0.633306546,inf
MCF7,senexin b,0.24611120399999997,0.479724637,14.17181389
MCF7-PR,senexin b,0.09929736,-0.11646332699999999,4.076057949
MGH312,senexin b,0.41130555,0.165358801,0.57989569
MGH358,senexin b,0.241975953,0.270209925,inf
T47D,senexin b,0.389084416,0.155985164,0.437589065
T47D-PR,senexin b,0.18358160399999998,0.35487884700000005,5.156202537
HCC1143,AZD1775,0.3581698907774253,-0.4360367922846087,0.6718550496936508
HCC1395,AZD1775,0.8637292323547969,-0.5529181205092922,0.006584223434161115
HCC1419,AZD1775,0.24325916894500074,-0.033216399730744306,2.4658533356111985
HCC1500,AZD1775,1.3345089520011624,-0.9505555610402376,0.0031875699006318173
HCC1937,AZD1775,0.7137928048309046,-0.07794859481098526,0.00845286060656377
HCC38,AZD1775,0.9266605340965188,-0.38990053105738187,0.004214272721031092
HCC1143,AZD2014,0.4198067167587744,0.1805335659922509,0.4239376968074712
HCC1395,AZD2014,0.5811813750961227,0.28431009752962577,0.010200378653972277
HCC1419,AZD2014,0.9551487335185064,-0.10511863629797004,0.00046176633171039647
HCC1500,AZD2014,1.9972435565956328,-0.9995941271323148,2.7340141939599288e-05
HCC1937,AZD2014,0.5188601700763456,0.3675435542155503,0.030556635522596708
HCC38,AZD2014,0.4175632264682593,0.197565977535034,0.4533218489283992
HCC1143,AZD5363,0.08482191193201846,0.7733827468742067,881.3968125647583
HCC1395,AZD5363,0.4978538447783271,0.1047075088864331,0.1375943520682609
HCC1419,AZD5363,0.18669857227687253,0.5336939406490819,59.070352761428175
HCC1500,AZD5363,-0.2928783976647333,1.933455526080596,inf
HCC1937,AZD5363,0.3531547772826525,0.5002710341786396,13.205594046731287
HCC38,AZD5363,0.0933297659454584,0.7296129080439373,360.5387488716087
HCC1143,AZD6738,0.025821350703337003,-0.043314264421481334,5.181554936190722
HCC1395,AZD6738,0.20642851459535128,-0.2696773386624659,1.5727885913537365
HCC1419,AZD6738,0.04458131173015269,0.3431931021025443,8.71120940982051
HCC1500,AZD6738,0.2305565407391872,-0.889941667967346,inf
HCC1937,AZD6738,-0.0970539813812673,0.29010360605387864,9.02079969743607
HCC38,AZD6738,0.2404251178375393,-0.23184728917817746,2.080761817809407
HCC1143,BJP-6-5-3,-0.011831735001579021,0.9449174402347504,inf
HCC1395,BJP-6-5-3,0.025112902952977717,0.9406811814081186,inf
HCC1419,BJP-6-5-3,-0.005468246157808878,0.9180161978720563,inf
HCC1500,BJP-6-5-3,0.4001871224412225,-0.22850568482560585,-inf
HCC1937,BJP-6-5-3,0.015116100772906288,0.9379737628514426,inf
HCC38,BJP-6-5-3,0.006570964629043924,1.0004464883664108,inf
HCC1143,BMS-265246,0.8354549455742322,-0.051546386960890984,0.0017833679434137413
HCC1395,BMS-265246,0.8020835747492825,-0.1900778194082975,0.00580443072973408
HCC1419,BMS-265246,0.30434784458417785,0.3849982574294588,0.601381167836545
HCC1500,BMS-265246,0.970567309487804,0.543800811277471,-inf
HCC1937,BMS-265246,0.9178601662167608,-0.051884053926769536,0.00034180155212817014
HCC38,BMS-265246,0.7662185942108424,-0.012860583476272723,0.003972745932919604
HCC1143,BSJ-01-175,0.6729464999090444,-0.4013558781448184,0.05319067943438428
HCC1395,BSJ-01-175,0.9768636685758652,-0.7367471748446361,0.015493832410774669
HCC1419,BSJ-01-175,0.3836568900435064,-0.5628701269169908,0.5387514994644182
HCC1500,BSJ-01-175,1.4449986721293628,-0.9999182506099298,0.0046388287698854785
HCC1937,BSJ-01-175,0.4571143530087898,-0.5371963078876405,0.3007673628951224
HCC38,BSJ-01-175,0.5844175653601532,-0.5427112083009321,0.13745283020368204
HCC1143,BSJ-03-123,0.26413803223939336,-0.016469469398671444,1.864192525024192
HCC1395,BSJ-03-123,0.3201906743813193,-0.15209848624325562,1.1398616717581125
HCC1419,BSJ-03-123,0.4241375516086535,0.17908376917417398,0.4358318359565538
HCC1500,BSJ-03-123,0.07479088382945656,-0.6298425189768881,inf
HCC1937,BSJ-03-123,0.03526426096324552,0.4917966686741859,9.922151844269562
HCC38,BSJ-03-123,0.5655707983342425,-0.09080193740891984,0.04492619739553734
HCC1143,BSJ-03-124,0.2532654916762265,0.2788607988314855,2.7611792841347844
HCC1395,BSJ-03-124,0.381567086620199,0.2397673358768521,1.2243369547941054
HCC1419,BSJ-03-124,0.3940371559943253,0.3192634012381244,1.290981918914018
HCC1500,BSJ-03-124,0.7140246179809778,-0.4805687514059074,-inf
HCC1937,BSJ-03-124,0.02775096738133942,0.8890246872000143,inf
HCC38,BSJ-03-124,0.6038285480198335,0.17498578486431526,0.008638648206873127
HCC1143,BVD523,0.2697833281528841,0.0792325973200676,1.7360763599494171
HCC1395,BVD523,0.25711078750972355,0.25395919817046964,1.8571088121439367
HCC1419,BVD523,0.05332732047616661,0.6266514654412851,14.928828873550446
HCC1500,BVD523,0.5137099277171223,0.6981526744031428,inf
HCC1937,BVD523,0.11882352573858335,0.5310732348179377,15.016045253804648
HCC38,BVD523,0.2357437195917404,0.3674887145906776,4.674306499302691
HCC1143,CFI-400945,0.5318671252154087,0.056761980778931236,0.005242403549169641
HCC1395,CFI-400945,0.7020059152182281,-0.1847308368723063,0.00375934982410074
HCC1419,CFI-400945,0.43188181949335697,0.3075958449732781,0.0035877860449421593
HCC1500,CFI-400945,1.1424784613827312,-0.7495848879724745,0.0009067701427851564
HCC1937,CFI-400945,0.6687396346490079,-0.14909391353899315,0.0043555861242942865
HCC38,CFI-400945,0.8097879177694685,-0.3460384780254093,0.0033422958484907745
HCC1143,E17,0.7750853028688527,-0.2644742838912392,0.003185337233385648
HCC1395,E17,1.000698326779423,-0.5141619583786841,0.0014271231353152147
HCC1419,E17,0.7473563889363289,-0.3536541896279809,0.0044221495678522255
HCC1500,E17,1.5586984983431775,-0.9992070842824496,0.00047804349796893604
HCC1937,E17,0.7234667986373968,-0.24595146895724904,0.0040107036920505644
HCC38,E17,0.7802699000007652,-0.4007022261876604,0.004352110495195879
HCC1143,FMF-03-145-1,0.38584410171292416,0.09374629904795896,0.005874505683622125
HCC1395,FMF-03-145-1,0.5203966258622611,-0.13683930419393764,0.0046606150434704025
HCC1419,FMF-03-145-1,0.2657576960281122,0.3778793264163172,0.006873490475108575
HCC1500,FMF-03-145-1,0.9415182978932672,-0.6582534486004818,-inf
HCC1937,FMF-03-145-1,0.4660204426458429,-0.08951694374669239,0.005475340163577836
HCC38,FMF-03-145-1,0.5529314538940815,-0.3277033000891609,0.005158594272651418
HCC1143,FMF-03-146-1,0.053691862111239316,0.8113768186053234,inf
HCC1395,FMF-03-146-1,0.16744712376924925,0.6505121931993445,inf
HCC1419,FMF-03-146-1,0.04025024574764993,0.8010909597219975,inf
HCC1500,FMF-03-146-1,0.4117312111481102,0.2754508989801723,inf
HCC1937,FMF-03-146-1,0.055323380816450184,0.8497164615910318,inf
HCC38,FMF-03-146-1,0.04683958350191399,0.9002840093437459,inf
HCC1143,FMF-04-107-2,0.9475355323098904,-0.2717082676290331,0.005598803095251874
HCC1395,FMF-04-107-2,1.0883002497438188,-0.5757880245312795,0.0041232449618226145
HCC1419,FMF-04-107-2,0.9317744663844194,-0.42248115545049225,0.009876680603411708
HCC1500,FMF-04-107-2,1.354643956013052,-0.9999306041271596,0.01103694272500177
HCC1937,FMF-04-107-2,1.0174573852797286,-0.2196790805586144,0.001922969051059748
HCC38,FMF-04-107-2,0.9097728780861348,-0.37670092351466256,0.009242149765702923
HCC1143,FMF-04-112-1,0.04711879197158484,0.8139264009572187,102.63192417525156
HCC1395,FMF-04-112-1,0.026604503271917528,0.8239288592821931,inf
HCC1419,FMF-04-112-1,-0.010775148153225668,0.7980177194983427,inf
HCC1500,FMF-04-112-1,-0.2258655630390708,0.10249850345950028,inf
HCC1937,FMF-04-112-1,0.029428085063137755,0.8962938230672435,inf
HCC38,FMF-04-112-1,0.0753864496781294,0.7259178241945283,49.987448589167975
HCC1143,Flavopiridol,0.23189321783660624,-0.3040813671586883,0.1714237775772509
HCC1395,Flavopiridol,0.33754183676100435,-0.590805034836957,0.1229276276585367
HCC1419,Flavopiridol,0.22955263809546744,-0.2623795463906465,0.18895332749099653
HCC1937,Flavopiridol,0.2386644012193383,-0.21684202025967825,0.1665984742662822
HCC38,Flavopiridol,0.28524743685411874,-0.4018285469903363,0.13985049423554552
HCC1143,GSK2334470,0.08981012421882176,0.7393052090503693,419.0945331214763
HCC1395,GSK2334470,0.18644032591777845,0.5169821656723301,inf
HCC1419,GSK2334470,0.2501609811090273,0.4442401080192453,7.427555273011753
HCC1500,GSK2334470,1.3315712429616746,-0.628292538195298,0.0016308126180078805
HCC1937,GSK2334470,0.14456660656995146,0.5852607834037442,20.883421003233735
HCC38,GSK2334470,0.05523953520939756,0.7670113331441308,inf
HCC1143,LEE011/Ribociclib,0.2690369152531188,0.2969463569934758,3.650568881652241
HCC1395,LEE011/Ribociclib,0.32659790216945944,0.41536673600560414,3.7168960919306135
HCC1419,LEE011/Ribociclib,0.2990038828134184,0.5407500957290523,inf
HCC1500,LEE011/Ribociclib,0.6801708702973828,0.1386242494785439,-inf
HCC1937,LEE011/Ribociclib,0.014230742745805715,1.0230547448559033,inf
HCC38,LEE011/Ribociclib,0.4182524889250291,0.2423619357287503,0.5309213379683485
HCC1143,LY2606368,0.5928834100996062,-0.08172794206171574,0.0005841711812255932
HCC1395,LY2606368,0.8212921597491532,-0.4791579799663584,0.000491664101258259
HCC1419,LY2606368,0.4178972444311886,0.2573005714790966,0.0006324649366782418
HCC1500,LY2606368,0.5137168835269134,0.2776963375497401,-inf
HCC1937,LY2606368,0.5487800800339137,0.0027674109183701834,0.0006126579777661116
HCC38,LY2606368,0.8052215025722501,-0.4897113550498152,0.0005086623253697227
HCC1143,LY3023414,0.4477171480487988,-0.21709243593817806,0.28245746174513153
HCC1395,LY3023414,0.6116784961734708,-0.003822442070392617,0.005452695956995803
HCC1419,LY3023414,0.9837050897201828,-0.6105251319960361,1.536443838954543e-05
HCC1500,LY3023414,1.9880697282179365,-0.9985761994400266,3.0914884434784174e-06
HCC1937,LY3023414,0.4805396898900926,0.03666718339350394,0.15047296369516885
HCC38,LY3023414,0.6663897946387491,-0.0222031892325506,0.004218891244051339
HCC1143,MFH-2-90,0.7147226482951377,-0.2795590204456918,0.0005002178448005866
HCC1395,MFH-2-90,0.8533563979418607,-0.5041956754958519,0.0005876652384272096
HCC1419,MFH-2-90,0.6971381477631218,-0.3429371601455829,0.000755526138453435
HCC1500,MFH-2-90,1.3366591079347026,-0.9995807940336432,0.00028572341260554136
HCC1937,MFH-2-90,0.7006130598094031,-0.2052021087387177,0.0004902949075114904
HCC38,MFH-2-90,0.7722921806018297,-0.3573107489285893,0.00047345727556672275
HCC1143,Pin1-3,0.01108971459497346,0.9063255500248786,inf
HCC1395,Pin1-3,0.01257266343105703,0.8523966858728393,13.316398845625224
HCC1419,Pin1-3,0.008576577951849141,0.7971134861390015,inf
HCC1500,Pin1-3,-0.2848539119234134,1.101644532163439,inf
HCC1937,Pin1-3,0.04389771158970085,0.658846186167815,11.088785766118082
HCC38,Pin1-3,-0.03694534299454608,1.042241988332568,inf
HCC1143,R0-3306,0.2590553395013153,-0.07563303573594826,1.6837434622950602
HCC1395,R0-3306,0.4105322666434821,-0.16463614306105812,0.4770187654190964
HCC1419,R0-3306,-0.026672866896710886,0.25096594379884385,8.899717228598016
HCC1500,R0-3306,0.6662084228736108,-0.9804087041055874,0.1810029710248843
HCC1937,R0-3306,0.13932077513336635,-0.07794859481098526,5.277476927869365
HCC38,R0-3306,0.06539151538222802,-0.1914866860892848,7.43516364600729
HCC1143,Rucaparib,0.07105021735638277,0.7858755605880166,inf
HCC1395,Rucaparib,0.3888272606648071,0.2326798950216089,0.9247488762652354
HCC1419,Rucaparib,0.05525915240486064,0.8480539983205868,inf
HCC1500,Rucaparib,0.505081332606106,-0.5088765194339087,inf
HCC1937,Rucaparib,0.0976541039964552,0.8138934347819275,inf
HCC38,Rucaparib,0.13930462774076285,0.6526325320169177,inf
HCC1143,SHP099,0.06788035425932926,0.7938826032743727,1369.9710668035796
HCC1395,SHP099,0.07751385938196459,0.5530208692537395,inf
HCC1419,SHP099,0.04506496214023052,0.8133661881294083,inf
HCC1500,SHP099,0.5100258668657613,0.2531826638841119,-inf
HCC1937,SHP099,0.06585928867214255,0.7968428160426009,inf
HCC38,SHP099,0.17142307116447925,0.5212353817353814,33.82182679121959
HCC1143,SY-1365,0.6107343717381114,-0.2625357102530692,0.000874759198999917
HCC1395,SY-1365,0.7940237675645899,-0.6646966381824524,0.0005890898654400535
HCC1419,SY-1365,0.4808842256594464,-0.2971587150475777,0.0016467264774227331
HCC1500,SY-1365,0.9591368943191114,-0.9995670856429216,0.00032800130851306716
HCC1937,SY-1365,0.4830092792460528,-0.20708710707171807,0.0017385768324228482
HCC38,SY-1365,0.6892853927753126,-0.4625514942747613,0.0007222105737896254
HCC1143,THZ-P1-2,0.20908213058782613,-0.3268925237449538,5.147618606586032
HCC1395,THZ-P1-2,0.39342206207582464,-0.5843204814697059,2.2518560882725707
HCC1419,THZ-P1-2,0.007168300484064138,-0.460394210003484,6.598390833181429
HCC1500,THZ-P1-2,1.2037486299322449,-0.9996155384029892,-inf
HCC1937,THZ-P1-2,0.27539308222315223,-0.6195227482372995,4.207009000789897
HCC38,THZ-P1-2,0.16968835059550405,-0.3943514791995816,4.664524294091902
HCC1143,THZ-P1-2R,0.046029101034560434,0.9322523422086421,inf
HCC1395,THZ-P1-2R,0.07758945397731458,0.7087068101422227,25.296169877341885
HCC1419,THZ-P1-2R,-0.11864382636329647,1.244348254830566,inf
HCC1500,THZ-P1-2R,-0.24428760522618384,1.4957545808889268,inf
HCC1937,THZ-P1-2R,0.057147718604290076,0.7086565682689896,inf
HCC38,THZ-P1-2R,0.03246281548553296,0.8632247952884693,inf
HCC1143,THZ1,0.4832604214995766,-0.3026381187066486,0.02676083270384402
HCC1395,THZ1,0.6013859566886081,-0.7137735251835912,0.022017405249869604
HCC1419,THZ1,0.3692764438419395,-0.3890428863367633,0.059960318603323126
HCC1500,THZ1,0.8623171425914519,-0.9996070935894136,0.023751386516289736
HCC1937,THZ1,0.345789008261545,-0.3952185471577926,0.06481263722169157
HCC38,THZ1,0.5128216267283894,-0.4803916090081337,0.02391982492311601
HCC1143,THZ531,0.2652707976953333,-0.23013996941445536,0.12983813430964822
HCC1395,THZ531,0.3583689190375313,-0.5590603970804553,0.08257963787864363
HCC1419,THZ531,0.20995874987136606,-0.3011419006369396,0.15972253083596527
HCC1500,THZ531,0.8527067857667718,-0.9985890585620756,0.006125519565552439
HCC1937,THZ531,0.17318785760571073,-0.28558238236420297,0.2646604122742828
HCC38,THZ531,0.2166450959703897,-0.31480021862628205,0.18031492216834746
HCC1143,YKL-5-124,0.7883498329745068,-0.08832554978084672,0.00017138281820409183
HCC1395,YKL-5-124,0.8593627624411551,-0.2445958852084173,0.0012007113666547115
HCC1419,YKL-5-124,1.0248083837869193,-0.4126729496369407,3.4679122284090828e-06
HCC1500,YKL-5-124,1.5741923127510922,-0.984936125339814,6.817338954412935e-05
HCC1937,YKL-5-124,0.8632137062882769,-0.2064586650967587,0.002227883455815821
HCC38,YKL-5-124,0.9227813194142126,-0.3383782568129459,0.0001250772892970701
HCC1143,ZZ1-33B,0.6630110298300491,-0.2479790761177688,0.03979704669280125
HCC1395,ZZ1-33B,0.8829629711728599,-0.5594694590940247,0.011205179638409751
HCC1419,ZZ1-33B,1.059528259561394,-0.279574575507445,0.0013219824451574187
HCC1500,ZZ1-33B,0.6680371043328459,-0.9988150935266004,0.0580271998088771
HCC1937,ZZ1-33B,0.7549446458118307,-0.1574571969085835,0.012869568112387444
HCC38,ZZ1-33B,1.2484012230500885,-0.4093812370270631,0.0010515050564136703
HCC1143,senexin b,0.2198398963505049,0.4450053241994816,16.144532604680965
HCC1395,senexin b,0.2572684160122799,0.30713938131590823,6.404274311411089
HCC1419,senexin b,0.13249521163848674,0.4303876156884388,9.389698292102663
HCC1500,senexin b,1.3402737511412934,-0.9673713942991736,4.053106411379909e-05
HCC1937,senexin b,0.2864727326632235,0.3956402549983873,5.045396536947427
HCC38,senexin b,0.15034753472371531,0.6166923583941379,55.63814468213173
MDAMB134,AZD1775,0.590626856,-0.267640095,0.070743505
MDAMB157,AZD1775,1.013735078,-0.830059842,0.007040582
MDAMB361,AZD1775,0.883146935,-0.323271355,0.005082074
MDAMB436,AZD1775,0.48656569,-0.215098798,0.19187131
MDAMB453,AZD1775,0.554800663,-0.22702046399999998,0.118021528
MDAMB468,AZD1775,0.46724130799999997,-0.48415961799999996,0.246877554
MDAMB134,AZD2014,1.272093342,-0.715509042,7.10E-06
MDAMB157,AZD2014,0.466259549,-0.02397366,inf
MDAMB361,AZD2014,1.167541042,-0.706160325,0.000105922
MDAMB436,AZD2014,0.367065979,0.5163041970000001,56.04968814
MDAMB453,AZD2014,0.7123976959999999,0.097783126,0.002635505
MDAMB468,AZD2014,0.398073795,0.23740709699999998,0.540044361
MDAMB134,AZD5363,0.17646053899999994,0.542444791,inf
MDAMB157,AZD5363,0.03139228,0.74505323,inf
MDAMB361,AZD5363,0.34909418299999995,-0.305754166,0.744139155
MDAMB436,AZD5363,0.107385501,0.72313837,437.8743646
MDAMB453,AZD5363,0.208211197,0.278448329,1.338824302
MDAMB468,AZD5363,0.135097592,0.5425757170000001,22.79319181
MDAMB134,AZD6738,0.12818859,0.21082041399999998,5.760251933
MDAMB157,AZD6738,-0.24075129,0.047550946,inf
MDAMB361,AZD6738,0.16166013199999998,-0.141521924,4.950165422
MDAMB436,AZD6738,0.041134718,0.351217214,8.948303199
MDAMB453,AZD6738,0.095322688,-0.12084294300000001,4.74374083
MDAMB468,AZD6738,0.035944467,0.53568474,10.82224743
MDAMB134,BJP-6-5-3,0.08432529300000001,0.591954296,inf
MDAMB157,BJP-6-5-3,0.046793432,0.735358075,inf
MDAMB361,BJP-6-5-3,0.002621137,0.909417065,inf
MDAMB436,BJP-6-5-3,-0.030905409,0.8729585870000001,inf
MDAMB453,BJP-6-5-3,-0.005782171,0.809982082,inf
MDAMB468,BJP-6-5-3,0.030885002,0.7974682679999999,12.69393423
MDAMB134,BMS-265246,0.559416104,0.121755956,#NAME?
MDAMB157,BMS-265246,0.9077595620000001,-0.199323735,0.00169271
MDAMB361,BMS-265246,0.55691194,0.22103388699999998,#NAME?
MDAMB436,BMS-265246,0.354827523,0.272561538,1.04376382
MDAMB453,BMS-265246,0.404343009,0.306179618,0.512604491
MDAMB468,BMS-265246,0.515135081,-0.108232917,0.133594265
MDAMB134,BSJ-01-175,1.261153165,-0.95951117,0.002031649
MDAMB157,BSJ-01-175,1.1987096190000002,-0.877221914,0.008070667
MDAMB361,BSJ-01-175,1.299983341,-0.801252477,0.001704277
MDAMB436,BSJ-01-175,0.814827337,-0.56819928,0.00957036
MDAMB453,BSJ-01-175,1.03123113,-0.444230807,0.004142743
MDAMB468,BSJ-01-175,0.886092186,-0.560026709,0.009380366
MDAMB134,BSJ-03-123,0.669422824,-0.131825361,0.009818733
MDAMB157,BSJ-03-123,0.138020983,-0.272186207,6.34096637
MDAMB361,BSJ-03-123,0.434662466,-0.063843522,0.304779825
MDAMB436,BSJ-03-123,0.041468528,-0.0009008660000000001,7.262903877
MDAMB453,BSJ-03-123,0.286333656,-0.027414911,1.485643967
MDAMB468,BSJ-03-123,0.263537308,-0.027350417999999998,1.71943735
MDAMB134,BSJ-03-124,0.640524358,0.010144198,0.004715477
MDAMB157,BSJ-03-124,0.083157837,0.382233638,9.431483738
MDAMB361,BSJ-03-124,0.23961505,0.18363857100000008,inf
MDAMB436,BSJ-03-124,-0.0017141779999999998,0.8475411509999999,inf
MDAMB453,BSJ-03-124,0.40700865,0.089024091,0.511866047
MDAMB468,BSJ-03-124,0.02459106,0.81878142,12.73519897
MDAMB134,BVD523,0.247595307,-0.096994655,1.352191475
MDAMB157,BVD523,0.17243366100000002,0.33547839100000004,4.408691816
MDAMB361,BVD523,0.193205367,0.273869559,0.480860943
MDAMB436,BVD523,0.098015674,0.644362942,34.58778065
MDAMB453,BVD523,0.068941617,0.376745149,7.534466301
MDAMB468,BVD523,0.265838428,0.403039549,1.640693174
MDAMB134,CFI-400945,0.515523274,0.132767567,0.003222623
MDAMB157,CFI-400945,0.816888418,-0.306838425,0.002895499
MDAMB361,CFI-400945,0.421497766,0.27695764300000003,0.005739763
MDAMB436,CFI-400945,0.7519391809999999,-0.194489312,0.002352867
MDAMB453,CFI-400945,0.539387343,0.139326806,0.003112209
MDAMB468,CFI-400945,0.8274827579999999,-0.321349045,0.003415366
MDAMB134,E17,1.345669078,-0.598652559,0.000559107
MDAMB157,E17,1.187285119,-0.907431708,0.001200948
MDAMB361,E17,1.17041566,-0.702549396,0.000582172
MDAMB436,E17,0.746316075,-0.028894992,0.000693788
MDAMB453,E17,0.885229193,-0.302587065,0.001038811
MDAMB468,E17,0.96997096,-0.580447001,0.00096768
MDAMB134,FMF-03-145-1,0.417347915,0.04517960099999999,0.007057902
MDAMB157,FMF-03-145-1,0.5708098979999999,-0.327659821,0.004871162
MDAMB361,FMF-03-145-1,0.32424511,0.290112594,0.008868057
MDAMB436,FMF-03-145-1,0.450491863,-0.153129953,0.005836996
MDAMB453,FMF-03-145-1,0.431279142,0.068356001,0.006455447
MDAMB468,FMF-03-145-1,0.568089932,-0.45545505,0.005396327
MDAMB134,FMF-03-146-1,0.058204155999999986,0.502797594,10.04458534
MDAMB157,FMF-03-146-1,0.070680365,0.583254582,inf
MDAMB361,FMF-03-146-1,0.129111791,0.369679528,inf
MDAMB436,FMF-03-146-1,-0.002975309,0.887313417,inf
MDAMB453,FMF-03-146-1,0.037434207000000004,0.807293803,inf
MDAMB468,FMF-03-146-1,0.047274786,0.703895267,13.24258596
MDAMB134,FMF-04-107-2,1.121451808,-0.9596094999999999,0.000516186
MDAMB157,FMF-04-107-2,1.35985353,-0.8210218090000001,0.001679873
MDAMB361,FMF-04-107-2,1.325547419,-0.540858107,0.002688132
MDAMB436,FMF-04-107-2,0.655535599,-0.03666462,0.025481754
MDAMB453,FMF-04-107-2,1.0599762529999999,-0.262290329,0.001762193
MDAMB468,FMF-04-107-2,1.011776567,-0.281834558,0.003741381
MDAMB134,FMF-04-112-1,0.09650284599999999,0.664502768,inf
MDAMB157,FMF-04-112-1,0.064711872,0.662712671,inf
MDAMB361,FMF-04-112-1,0.127594621,0.559680054,inf
MDAMB436,FMF-04-112-1,-0.030917432,0.899178941,inf
MDAMB453,FMF-04-112-1,0.09941385300000001,0.748779938,inf
MDAMB468,FMF-04-112-1,0.070266701,0.6798028770000001,16.65380961
MDAMB134,Flavopiridol,0.351134413,-0.39338287,0.15209103
MDAMB157,Flavopiridol,0.277103063,-0.826912017,0.15705215
MDAMB361,Flavopiridol,0.39535474200000004,-0.38371857,0.088715108
MDAMB436,Flavopiridol,0.222611228,-0.019539924,0.162521748
MDAMB453,Flavopiridol,0.28360934600000004,-0.170716471,0.125104723
MDAMB468,Flavopiridol,0.271682897,-0.415177721,0.174749128
MDAMB134,GSK2334470,0.419401834,0.075688217,0.427596121
MDAMB157,GSK2334470,0.174509262,0.660973346,inf
MDAMB361,GSK2334470,0.612766955,-0.363501454,0.049960512
MDAMB436,GSK2334470,0.001234165,0.8016426590000001,12.55867447
MDAMB453,GSK2334470,0.25462663399999996,0.153727921,2.428161806
MDAMB468,GSK2334470,0.081245369,0.529389736,10.75168947
MDAMB134,LEE011/Ribociclib,0.7159223109999999,0.23101643600000002,#NAME?
MDAMB157,LEE011/Ribociclib,0.070893,0.7432893079999999,inf
MDAMB361,LEE011/Ribociclib,0.7833857879999999,0.04626823,0.000368993
MDAMB436,LEE011/Ribociclib,-0.012959778,0.9526646590000001,inf
MDAMB453,LEE011/Ribociclib,0.5646016970000001,0.174069595,0.030473664
MDAMB468,LEE011/Ribociclib,0.016508346,0.946237368,inf
MDAMB134,LY2606368,0.38767293399999997,0.291489652,0.000935713
MDAMB157,LY2606368,0.9337480109999999,-0.6364478920000001,0.000342708
MDAMB361,LY2606368,0.817602378,-0.36170610799999997,0.000463038
MDAMB436,LY2606368,0.5376351220000001,0.021872158,0.000613491
MDAMB453,LY2606368,0.695862843,-0.22942541600000002,0.000564941
MDAMB468,LY2606368,0.22840608899999998,0.5988136279999999,inf
MDAMB134,LY3023414,1.408212121,-0.8998027390000001,2.07E-05
MDAMB157,LY3023414,0.548516329,-0.48300039,0.143119595
MDAMB361,LY3023414,1.429852785,-0.95800383,1.33E-05
MDAMB436,LY3023414,0.37578435600000004,0.326287266,inf
MDAMB453,LY3023414,0.837776502,-0.5678809220000001,0.000557459
MDAMB468,LY3023414,0.6635166379999999,-0.19253813,0.012843345
MDAMB134,MFH-2-90,0.844554747,-0.896989545,0.001219974
MDAMB157,MFH-2-90,0.946107647,-0.7825884059999999,0.000648267
MDAMB361,MFH-2-90,0.8967235920000001,-0.515675112,0.000760144
MDAMB436,MFH-2-90,0.569918436,-0.053062693,0.000568701
