CellLine	DrugName	PrimaryTarget	Pathway	GR50	GRmax	GR_AOC	Death_AUC	Hill_GR	GEC50	GR_r2
CAL851	Volasertib/BI6727	PLK	Cell cycle	0.0032652	-0.28908	0.73163	0.16518	2.0442	0.0039314	0.99429
CAL851	Dinaciclib/SCH727965	pan CDK	Cell cycle	0.0046904	-0.24059	0.68804	0.11224	2.112	0.005589	0.99744
CAL851	Cisplatin	Chemo	Chemotherapy	1.0309	0.017973	0.22942	0.070943	1.5157	1.0419	0.99209
CAL851	Doxorubicin	Chemo	Chemotherapy	0.0055249	-0.37833	0.84755	0.21597	1.2228	0.008362	0.98762
CAL851	Paclitaxel	Chemo	Chemotherapy	0.0027273	-0.34639	0.79309	0.33513	2.021	0.0033785	0.95638
CAL851	Topotecan	Topo I	Chemotherapy	0.015768	-0.29573	0.84259	0.27316	1.2311	0.02233	0.99293
CAL851	Etoposide	Topo II	Chemotherapy	0.41623	-0.24113	0.40651	0.12179	1.3731	0.57431	0.99814
CAL851	Dasatinib	BCR/ABL	MAPK/nRTK	0.10548	-0.24378	0.57045	0.21537	1.9425	0.12743	0.99128
CAL851	Trametinib/GSK1120212	MEK	MAPK/nRTK	0.013202	0.23425	0.41014	0.1186	0.96304	0.007054	0.99004
CAL851	Saracatinib/AZD0530	SRC	MAPK/nRTK	0.87395	0.11557	0.21714	0.094105	1.9351	0.73844	0.98771
CAL851	ABT-737	Bcl2/XL	Misc	Inf	0.93425	-0.028296	0.013844	0	Inf	-0.025903
CAL851	Vorinostat	HDAC	Misc	1.1999	-0.18269	0.21939	0.039202	1.8241	1.4346	0.98796
CAL851	Luminespib/NVP-AUY922	HSP90	Misc	0.006517	-0.38359	0.74966	0.30019	4.8089	0.0073269	0.99963
CAL851	A-1210477	Mcl-1	Misc	Inf	1.0052	0.010916	0.004731	0	Inf	0.20764
CAL851	Olaparib/AZD2281	PARP	Misc	5.0606	0.38702	0.13668	0.015839	0.78459	3.2235	0.97652
CAL851	Bleomycin	Radiation	Misc	0.45343	-0.1075	0.38498	0.1072	0.70856	0.91411	0.99198
CAL851	Ipatasertib/GDC0068	AKT	PI3K/mTOR	Inf	0.47142	0.16615	-0.0047031	1.39	0.27338	0.96561
CAL851	Alpelisib/BYL719	PI3Ka	PI3K/mTOR	3.6425	0.29282	0.19375	0.011013	0.45056	41.7026	0.9641
CAL851	Taselisib/GDC0032	PI3Ka, g, d	PI3K/mTOR	0.06039	-0.017076	0.54991	0.066388	0.4393	0.084981	0.97865
CAL851	TGX221	PI3Kb	PI3K/mTOR	Inf	0.98952	-0.03089	0.00024334	0	Inf	-1.0218
CAL851	Torin2	mTOR/ATM/ATR	PI3K/mTOR	0.0086205	-0.15432	0.53959	0.077971	0.88275	0.01093	0.99167
CAL851	Everolimus	mTOR1	PI3K/mTOR	0.0015471	0.37067	0.57615	0.091478	5	0.0011149	0.86907
CAL851	INK128/MLN0128	mTORC1/2	PI3K/mTOR	0.0088347	0.015967	0.62575	0.06244	1.3592	0.0084516	0.99836
CAL851	PF-4708671	p70S6K	PI3K/mTOR	Inf	1.0208	-0.023243	0.0035186	0	Inf	-0.61108
CAL851	Buparlisib/NVP-BKM120	pan PI3K	PI3K/mTOR	0.34255	-0.31987	0.44201	0.11366	0.92125	0.69609	0.99686
CAL851	Pictilisib/GDC0941	pan PI3K	PI3K/mTOR	0.64687	-0.025188	0.3599	0.041127	0.39383	10.5271	0.97679
CAL851	Ceritinib/LDK378	ALK	RTK	0.74024	-0.5961	0.37246	0.058565	0.97973	2.2143	0.9988
CAL851	Neratinib/HKI272	EGFR/HER2	RTK	0.033863	-0.32641	0.53788	0.16938	0.65916	0.072972	0.9766
CAL851	Tivantinib/ARQ197	MET	RTK	0.19824	-0.32625	0.51881	0.19816	1.5649	0.27534	0.99663
CAL851	Cediranib/AZD2171	VEGFR/cKIT	RTK	2.4003	-0.23792	0.18688	0.051399	1.1002	6.5151	0.99569
CAL851	Cabozantinib	VEGFR2/MET	RTK	5.3386	0.17283	0.12294	0.027796	1.1624	13.7367	0.96943
HCC1143	Abemaciclib/LY2835219	CDK4/6	Cell cycle	0.07025	-0.078661	0.54074	0.015334	0.52997	0.09592	0.97963
HCC1143	Palbociclib/PD0332991	CDK4/6	Cell cycle	0.27702	0.28201	0.25461	-0.0033376	0.91584	0.11143	0.98993
HCC1143	AZD7762	CHK1/2	Cell cycle	0.05422	-0.36926	0.65632	0.2192	1.8612	0.067869	0.988
HCC1143	Volasertib/BI6727	PLK	Cell cycle	0.0045882	-0.34525	0.72899	0.24184	1.8336	0.005996	0.99928
HCC1143	Dinaciclib/SCH727965	pan CDK	Cell cycle	0.015148	-0.25271	0.54511	0.11061	5	0.016398	0.9989
HCC1143	Cisplatin	Chemo	Chemotherapy	0.83695	0.075446	0.30414	0.04029	1.3278	0.83273	0.96685
HCC1143	Doxorubicin	Chemo	Chemotherapy	0.0092688	-0.25114	0.71798	0.14016	1.1622	0.012302	0.98917
HCC1143	Paclitaxel	Chemo	Chemotherapy	0.0020688	-0.33488	0.83875	0.30737	2.5955	0.0024565	0.99279
HCC1143	Topotecan	Topo I	Chemotherapy	0.0094142	-0.43036	0.904	0.30019	1.1711	0.013874	0.94725
HCC1143	Etoposide	Topo II	Chemotherapy	0.46267	-0.1664	0.38369	0.12788	1.8259	0.55287	0.99758
HCC1143	Dasatinib	BCR/ABL	MAPK/nRTK	0.13934	0.2573	0.44686	0.10435	0.5121	0.046932	0.96213
HCC1143	Trametinib/GSK1120212	MEK	MAPK/nRTK	0.0088297	-0.022491	0.53793	0.11866	0.57564	0.013291	0.99613
HCC1143	Saracatinib/AZD0530	SRC	MAPK/nRTK	3.0304	0.38811	0.2375	0.043659	0.46379	1.6973	0.97807
HCC1143	ABT-737	Bcl2/XL	Misc	6.1992	0.3758	0.10268	0.010963	0.86719	8.5825	0.98522
HCC1143	Vorinostat	HDAC	Misc	0.91041	-0.25334	0.29533	0.097653	1.9423	1.1249	0.99293
HCC1143	Luminespib/NVP-AUY922	HSP90	Misc	0.0039434	-0.19218	0.70172	0.16588	3.6671	0.0042921	0.99512
HCC1143	A-1210477	Mcl-1	Misc	16.3987	0.67187	0.064045	0.00075951	1.0821	44.847	0.81227
HCC1143	Olaparib/AZD2281	PARP	Misc	8.8262	0.45617	0.092458	0.015763	0.75446	37.8573	0.98047
HCC1143	Bleomycin	Radiation	Misc	0.04818	-0.20847	0.65783	0.1955	1.0629	0.066427	0.9974
HCC1143	Ipatasertib/GDC0068	AKT	PI3K/mTOR	80.6794	0.7509	0.066186	-0.0022746	0.43536	999.9134	0.83579
HCC1143	Alpelisib/BYL719	PI3Ka	PI3K/mTOR	9.8836	0.4797	0.17429	0.018926	0.35818	212.3193	0.93833
HCC1143	Taselisib/GDC0032	PI3Ka, g, d	PI3K/mTOR	0.21535	-0.094227	0.47583	0.089005	0.32389	6.4012	0.99147
HCC1143	TGX221	PI3Kb	PI3K/mTOR	Inf	0.91845	0.034725	0.0040322	4.9981	0.020639	0.76284
HCC1143	Torin2	mTOR/ATM/ATR	PI3K/mTOR	0.044657	-0.15347	0.36424	0.085052	1.0643	0.061723	0.99242
HCC1143	Everolimus	mTOR1	PI3K/mTOR	Inf	0.55742	0.3426	0.029489	0.10062	0.071342	0.79962
HCC1143	INK128/MLN0128	mTORC1/2	PI3K/mTOR	0.04046	0.031429	0.47428	0.066019	0.70353	0.039906	0.9903
HCC1143	PF-4708671	p70S6K	PI3K/mTOR	Inf	0.73937	0.063941	0.0041767	0.61007	17.8472	0.96209
HCC1143	Buparlisib/NVP-BKM120	pan PI3K	PI3K/mTOR	0.7249	-0.43599	0.39147	0.12651	1.3299	1.2866	0.98685
HCC1143	Pictilisib/GDC0941	pan PI3K	PI3K/mTOR	0.97831	-0.12914	0.32007	0.058332	0.5213	8.0489	0.97859
HCC1143	Ceritinib/LDK378	ALK	RTK	1.4479	-0.42193	0.2848	0.062142	1.0347	4.1868	0.99172
HCC1143	Neratinib/HKI272	EGFR/HER2	RTK	0.67229	0.079148	0.23793	0.048868	0.55265	4.9078	0.98415
HCC1143	Tivantinib/ARQ197	MET	RTK	0.27789	-0.31222	0.49766	0.13689	1.9433	0.35725	0.99341
HCC1143	Cediranib/AZD2171	VEGFR/cKIT	RTK	3.7314	0.0092803	0.16531	0.029224	1.059	10.5294	0.98332
HCC1143	Cabozantinib	VEGFR2/MET	RTK	10.6105	0.51215	0.10251	0.015628	0.93831	34.2157	0.84631
PDXHCI002	Abemaciclib/LY2835219	CDK4/6	Cell cycle	0.047944	-0.67669	0.76619	0.16639	0.68726	0.18848	0.98885
PDXHCI002	Palbociclib/PD0332991	CDK4/6	Cell cycle	0.12955	0.27662	0.2793	-0.012178	1.1851	0.053617	0.97783
PDXHCI002	AZD7762	CHK1/2	Cell cycle	0.067995	-0.58146	0.70789	0.23473	0.81621	0.19222	0.98921
PDXHCI002	Volasertib/BI6727	PLK	Cell cycle	0.0037003	-0.58923	0.84799	0.39251	4.6276	0.0042869	0.99531
PDXHCI002	Dinaciclib/SCH727965	pan CDK	Cell cycle	0.012194	-0.36071	0.60299	0.20288	4.6252	0.01372	0.99728
PDXHCI002	Cisplatin	Chemo	Chemotherapy	1.7306	-0.098474	0.20444	-0.025673	1.2874	2.4053	0.98631
PDXHCI002	Doxorubicin	Chemo	Chemotherapy	0.0040539	-0.6545	0.96848	0.29506	0.92969	0.0087544	0.98094
PDXHCI002	Paclitaxel	Chemo	Chemotherapy	0.0024935	-0.51168	0.92068	0.38814	2.7479	0.0031656	0.99139
PDXHCI002	Topotecan	Topo I	Chemotherapy	0.0066461	-0.70064	1.0199	0.11567	0.81302	0.015555	0.94766
PDXHCI002	Etoposide	Topo II	Chemotherapy	0.18199	-0.17949	0.49024	-0.031065	1.1589	0.23962	0.98993
PDXHCI002	Dasatinib	BCR/ABL	MAPK/nRTK	0.50855	0.032244	0.37573	0.0064525	0.40695	3.0924	0.95256
PDXHCI002	Trametinib/GSK1120212	MEK	MAPK/nRTK	Inf	0.64251	0.1995	0.0041427	1.2187	0.0050548	0.98796
PDXHCI002	Saracatinib/AZD0530	SRC	MAPK/nRTK	0.080448	0.001531	0.51199	0.018528	0.67537	0.078329	0.98663
PDXHCI002	ABT-737	Bcl2/XL	Misc	5.6112	0.14563	0.069441	0.030585	1.3811	12.4316	0.97863
PDXHCI002	Vorinostat	HDAC	Misc	0.28215	-0.583	0.54488	0.25723	1.5567	0.47533	0.99111
PDXHCI002	Luminespib/NVP-AUY922	HSP90	Misc	0.0043954	-0.28052	0.70989	0.15246	3.685	0.0049332	0.9976
PDXHCI002	A-1210477	Mcl-1	Misc	Inf	0.98143	-0.03801	0.0048995	0	Inf	-2.2577
PDXHCI002	Olaparib/AZD2281	PARP	Misc	3.9307	0.26475	0.16788	0.017289	0.56965	27.0413	0.98896
PDXHCI002	Bleomycin	Radiation	Misc	1.1636	-0.11991	0.27151	-0.037299	0.96589	2.0671	0.9892
PDXHCI002	Ipatasertib/GDC0068	AKT	PI3K/mTOR	Inf	1.05	-0.048769	-0.011224	0	Inf	-59.6281
PDXHCI002	Alpelisib/BYL719	PI3Ka	PI3K/mTOR	30.4631	0.6296	0.063021	-0.003382	0.70474	10.7379	0.92415
PDXHCI002	Taselisib/GDC0032	PI3Ka, g, d	PI3K/mTOR	0.6002	-0.13693	0.37395	0.03198	0.40247	9.1998	0.95462
PDXHCI002	TGX221	PI3Kb	PI3K/mTOR	Inf	0.85451	-0.020441	-0.0044533	5	4.5889	0.61889
PDXHCI002	Torin2	mTOR/ATM/ATR	PI3K/mTOR	0.12881	-0.10173	0.20355	8.9747e-05	1.3377	0.15771	0.9736
PDXHCI002	Everolimus	mTOR1	PI3K/mTOR	Inf	0.98692	-0.045328	-0.047926	0	Inf	-4.5815
PDXHCI002	INK128/MLN0128	mTORC1/2	PI3K/mTOR	0.20621	0.22903	0.23659	-0.036666	1.3099	0.11357	0.97533
PDXHCI002	PF-4708671	p70S6K	PI3K/mTOR	Inf	0.87324	-0.026753	-0.0011254	0	Inf	0.45924
PDXHCI002	Buparlisib/NVP-BKM120	pan PI3K	PI3K/mTOR	1.4379	-0.4797	0.24471	0.12281	3.2385	1.7721	0.99509
PDXHCI002	Pictilisib/GDC0941	pan PI3K	PI3K/mTOR	2.2488	-0.010145	0.21222	0.026392	0.65801	11.9412	0.96622
PDXHCI002	Ceritinib/LDK378	ALK	RTK	0.33749	-0.6341	0.51011	0.18732	1.5133	0.59866	0.99609
PDXHCI002	Neratinib/HKI272	EGFR/HER2	RTK	0.16177	-0.1614	0.36723	0.040075	0.51557	0.9064	0.97354
PDXHCI002	Tivantinib/ARQ197	MET	RTK	0.23837	-0.48681	0.53469	0.25643	2.4382	0.31389	0.99794
PDXHCI002	Cediranib/AZD2171	VEGFR/cKIT	RTK	1.4694	-0.43239	0.25919	0.066641	0.98204	4.4977	0.98683
PDXHCI002	Cabozantinib	VEGFR2/MET	RTK	7.2097	0.23405	0.044254	0.024757	1.8969	12.8614	0.98302
SUM149	Abemaciclib/LY2835219	CDK4/6	Cell cycle	0.6361	0.094895	0.34109	0.012599	0.44315	1.358	0.96302
SUM149	Palbociclib/PD0332991	CDK4/6	Cell cycle	Inf	0.48725	0.19044	0.0014563	1.041	0.074418	0.98402
SUM149	AZD7762	CHK1/2	Cell cycle	0.076952	-0.47307	0.66685	0.32562	2.009	0.10282	0.99241
SUM149	Volasertib/BI6727	PLK	Cell cycle	0.011968	-0.30412	0.57265	0.22147	2.4715	0.014187	0.99692
SUM149	Dinaciclib/SCH727965	pan CDK	Cell cycle	0.013311	-0.5676	0.68913	0.36111	4.0226	0.016068	0.99946
SUM149	Cisplatin	Chemo	Chemotherapy	0.57047	-0.22897	0.35474	0.15349	0.93783	0.98129	0.99267
SUM149	Doxorubicin	Chemo	Chemotherapy	0.0081537	-0.31715	0.74794	0.23846	1.2885	0.010846	0.97733
SUM149	Paclitaxel	Chemo	Chemotherapy	0.0015927	-0.2583	0.84054	0.38163	3.1045	0.0017914	0.99574
SUM149	Topotecan	Topo I	Chemotherapy	0.0056894	-0.45961	0.94079	0.42567	1.0455	0.0084398	0.94
SUM149	Etoposide	Topo II	Chemotherapy	0.12658	-0.19614	0.52689	0.22425	1.3281	0.1575	0.99818
SUM149	Dasatinib	BCR/ABL	MAPK/nRTK	0.08634	-0.18194	0.5341	0.17155	0.95602	0.10672	0.98352
SUM149	Trametinib/GSK1120212	MEK	MAPK/nRTK	0.011187	0.24031	0.39445	0.045859	1.4411	0.0067433	0.99389
SUM149	Saracatinib/AZD0530	SRC	MAPK/nRTK	2.4005	0.18348	0.13779	0.034743	1.6265	1.991	0.98615
SUM149	ABT-737	Bcl2/XL	Misc	3.4891	-0.29132	0.1507	0.11193	1.5959	6.9452	0.99743
SUM149	Vorinostat	HDAC	Misc	1.3518	-0.071552	0.22787	0.044566	1.5465	1.5699	0.9993
SUM149	Luminespib/NVP-AUY922	HSP90	Misc	0.005116	-0.39122	0.75548	0.35628	2.6742	0.0063272	0.99952
SUM149	A-1210477	Mcl-1	Misc	6.739	0.36696	0.040137	0.021225	3.5192	5.1433	0.99123
SUM149	Olaparib/AZD2281	PARP	Misc	3.9064	0.20772	0.18418	0.057974	0.62177	22.8637	0.96271
SUM149	Bleomycin	Radiation	Misc	0.038963	-0.31541	0.68291	0.27648	0.90647	0.060428	0.99208
SUM149	Ipatasertib/GDC0068	AKT	PI3K/mTOR	4.6451	0.29285	0.12608	0.0066899	0.90225	6.7816	0.99801
SUM149	Alpelisib/BYL719	PI3Ka	PI3K/mTOR	Inf	0.84457	0.038669	0.0076067	0.5903	8.2866	0.80431
SUM149	Taselisib/GDC0032	PI3Ka, g, d	PI3K/mTOR	2.4708	-0.23427	0.20993	0.077425	1.052	7.0204	0.98198
SUM149	TGX221	PI3Kb	PI3K/mTOR	Inf	1.0138	-0.021581	0.00059507	0	Inf	-4.4171
SUM149	Torin2	mTOR/ATM/ATR	PI3K/mTOR	0.14108	0.00010262	0.25792	0.050139	0.5792	0.76606	0.99281
SUM149	Everolimus	mTOR1	PI3K/mTOR	Inf	0.73886	0.20028	0.0097762	0.20939	0.00021362	0.67353
SUM149	INK128/MLN0128	mTORC1/2	PI3K/mTOR	0.16131	0.26128	0.31991	0.0092307	0.69276	0.056936	0.98747
SUM149	PF-4708671	p70S6K	PI3K/mTOR	20.5582	0.72874	0.02405	0.0089909	1.07	53.3219	0.95776
SUM149	Buparlisib/NVP-BKM120	pan PI3K	PI3K/mTOR	1.4121	-0.3357	0.25387	0.12158	1.9093	1.9133	0.99941
SUM149	Pictilisib/GDC0941	pan PI3K	PI3K/mTOR	5.8499	0.33326	0.12135	0.0038209	0.71673	27.0916	0.9899
SUM149	Ceritinib/LDK378	ALK	RTK	1.6908	-0.4396	0.2518	0.12188	2.1905	2.3199	0.99787
SUM149	Neratinib/HKI272	EGFR/HER2	RTK	0.067993	0.15213	0.36226	0.033925	1.2974	0.048589	0.99455
SUM149	Tivantinib/ARQ197	MET	RTK	0.27624	-0.23128	0.45021	0.18503	2.3039	0.32281	0.99937
SUM149	Cediranib/AZD2171	VEGFR/cKIT	RTK	5.5644	0.065637	0.055245	0.026246	2.8599	6.1559	0.99049
SUM149	Cabozantinib	VEGFR2/MET	RTK	5.7589	0.2895	0.038326	0.019815	4.7896	4.9143	0.99303
T47D	Abemaciclib/LY2835219	CDK4/6	Cell cycle	0.0042816	-0.041179	0.76637	0.026451	1.3858	0.0037683	0.95899
T47D	Palbociclib/PD0332991	CDK4/6	Cell cycle	0.027507	0.11656	0.45005	0.0076665	1.5536	0.022367	0.99262
T47D	AZD7762	CHK1/2	Cell cycle	2.3432	-0.057299	0.13218	0.019535	2.6709	2.4809	0.98871
T47D	Volasertib/BI6727	PLK	Cell cycle	0.031411	-0.15847	0.39594	0.05795	1.7544	0.036365	0.99393
T47D	Dinaciclib/SCH727965	pan CDK	Cell cycle	0.019853	-0.21087	0.48146	0.048447	5	0.021113	0.99494
T47D	Cisplatin	Chemo	Chemotherapy	1.5698	0.10188	0.21471	0.0055278	1.329	1.5705	0.98121
T47D	Doxorubicin	Chemo	Chemotherapy	0.0018887	-0.36114	0.91886	0.10138	1.2268	0.0024801	0.96538
T47D	Paclitaxel	Chemo	Chemotherapy	0.0035285	-0.13372	0.66363	0.25047	2.2353	0.0038792	0.99665
T47D	Topotecan	Topo I	Chemotherapy	0.0052275	-0.19706	0.95941	0.12612	1.3094	0.0068541	0.99083
T47D	Etoposide	Topo II	Chemotherapy	0.041662	-0.1861	0.66611	0.053309	1.1976	0.051932	0.98563
T47D	Dasatinib	BCR/ABL	MAPK/nRTK	12.5697	0.49606	0.19334	0.008634	0.27531	679.7315	0.95229
T47D	Trametinib/GSK1120212	MEK	MAPK/nRTK	Inf	0.58007	0.21301	0.0040682	0.9941	0.0048584	0.90394
T47D	Saracatinib/AZD0530	SRC	MAPK/nRTK	3.9647	0.38919	0.17217	0.0086537	0.69283	1.6318	0.9752
T47D	ABT-737	Bcl2/XL	Misc	12.2023	0.58881	0.0010329	0.00843	2.289	9.7541	0.92156
T47D	Vorinostat	HDAC	Misc	1.8007	-0.15671	0.17498	0.040946	2.2684	2.0704	0.99157
T47D	Luminespib/NVP-AUY922	HSP90	Misc	0.0060689	0.021199	0.51649	0.027773	4.3267	0.0059347	0.99479
T47D	A-1210477	Mcl-1	Misc	Inf	0.5752	0.022714	0.0054776	5	3.7781	0.96287
T47D	Olaparib/AZD2281	PARP	Misc	Inf	0.5304	0.030162	0.0015006	4.9632	3.5388	0.95841
T47D	Bleomycin	Radiation	Misc	0.19877	-0.083998	0.46149	0.01904	0.97006	0.24632	0.9812
T47D	Ipatasertib/GDC0068	AKT	PI3K/mTOR	0.13653	0.13305	0.43034	0.011238	1.0853	0.10541	0.99474
T47D	Alpelisib/BYL719	PI3Ka	PI3K/mTOR	0.15284	-0.033155	0.45682	0.018073	0.78161	0.17573	0.98947
T47D	Taselisib/GDC0032	PI3Ka, g, d	PI3K/mTOR	0.0017858	-0.10474	0.89899	0.055046	1.174	0.0018197	0.97255
T47D	TGX221	PI3Kb	PI3K/mTOR	Inf	0.79859	-0.0065879	-0.00021892	2.2233	4.3807	0.7868
T47D	Torin2	mTOR/ATM/ATR	PI3K/mTOR	0.0060179	0.0098714	0.52388	0.021755	1.4244	0.0056296	0.99382
T47D	Everolimus	mTOR1	PI3K/mTOR	-Inf	0.29747	0.61568	0.014977	0.1	5.9599e-07	0.77906
T47D	INK128/MLN0128	mTORC1/2	PI3K/mTOR	0.0052554	-0.048589	0.68848	0.023713	1.4713	0.0052599	0.99662
T47D	PF-4708671	p70S6K	PI3K/mTOR	3.7629	0.36591	0.12752	0.0023987	1.0704	1.8083	0.98136
T47D	Buparlisib/NVP-BKM120	pan PI3K	PI3K/mTOR	0.24826	-0.41826	0.48213	0.086651	0.74257	0.73229	0.99516
T47D	Pictilisib/GDC0941	pan PI3K	PI3K/mTOR	0.15529	-0.14702	0.47724	0.033564	0.70306	0.2394	0.99267
T47D	Ceritinib/LDK378	ALK	RTK	1.5629	-0.855	0.31231	0.1208	1.6029	3.1015	0.97809
T47D	Neratinib/HKI272	EGFR/HER2	RTK	0.42314	0.19492	0.27407	0.005948	0.49656	0.81232	0.9874
T47D	Tivantinib/ARQ197	MET	RTK	0.3478	-0.15443	0.38244	0.12674	3.7033	0.37139	0.99567
T47D	Cediranib/AZD2171	VEGFR/cKIT	RTK	4.1027	-0.64031	0.12458	0.075388	2.9281	5.9706	0.99504
T47D	Cabozantinib	VEGFR2/MET	RTK	7.8808	0.31262	0.057788	0.0045478	1.8911	14.0627	0.99417
CAMA1	Abemaciclib/LY2835219	CDK4/6	Cell cycle	0.007859	0.22221	0.613	-0.0039707	1.3608	0.0046978	0.97968
CAMA1	Palbociclib/PD0332991	CDK4/6	Cell cycle	0.074216	0.2816	0.35295	-0.0015758	1.1861	0.038743	0.99185
CAMA1	AZD7762	CHK1/2	Cell cycle	0.25282	-0.086493	0.41853	0.067315	1.0859	0.30852	0.99437
CAMA1	Volasertib/BI6727	PLK	Cell cycle	0.0078167	-0.2965	0.67401	0.20535	3.0791	0.009001	0.98295
CAMA1	Dinaciclib/SCH727965	pan CDK	Cell cycle	0.014558	-0.48488	0.6062	0.19266	2.0283	0.019954	0.99839
CAMA1	Cisplatin	Chemo	Chemotherapy	0.91281	-0.0042333	0.33495	0.03505	0.47802	9.0889	0.95264
CAMA1	Doxorubicin	Chemo	Chemotherapy	0.0074655	-0.65165	0.84256	0.25932	0.75825	0.020458	0.96039
CAMA1	Paclitaxel	Chemo	Chemotherapy	0.0022699	-0.4944	0.95253	0.3547	2.492	0.0029769	0.99478
CAMA1	Topotecan	Topo I	Chemotherapy	0.0032129	-0.42297	1.0539	0.20993	1.11	0.0049245	0.96968
CAMA1	Etoposide	Topo II	Chemotherapy	0.15466	-0.44755	0.57219	0.14794	1.3512	0.24426	0.99498
CAMA1	Dasatinib	BCR/ABL	MAPK/nRTK	Inf	0.679	0.1521	-0.0025068	0.19865	999.7954	0.90943
CAMA1	Trametinib/GSK1120212	MEK	MAPK/nRTK	4.9546	0.55264	0.16878	0.0030901	0.53224	0.09227	0.9741
CAMA1	Saracatinib/AZD0530	SRC	MAPK/nRTK	Inf	0.77356	0.030567	-0.00046122	1.1372	11.0154	0.85387
CAMA1	ABT-737	Bcl2/XL	Misc	Inf	0.86427	0.00075313	0.022062	5	3.6752	0.74188
CAMA1	Vorinostat	HDAC	Misc	0.88364	-0.49023	0.3827	0.13661	1.5106	1.4957	0.98509
CAMA1	Luminespib/NVP-AUY922	HSP90	Misc	0.0088457	-0.069791	0.53592	0.080817	5	0.0090456	0.99836
CAMA1	A-1210477	Mcl-1	Misc	Inf	0.87579	0.00262	0.0050962	0	Inf	0.45696
CAMA1	Olaparib/AZD2281	PARP	Misc	14.8517	0.67877	0.052702	-0.00082325	1.4312	31.9803	0.84248
CAMA1	Bleomycin	Radiation	Misc	1.6866	-0.036524	0.27406	0.034104	0.65418	9.0438	0.951
CAMA1	Ipatasertib/GDC0068	AKT	PI3K/mTOR	0.34089	-0.23608	0.41158	0.083705	0.79495	0.66403	0.98884
CAMA1	Alpelisib/BYL719	PI3Ka	PI3K/mTOR	Inf	0.97878	0.010589	0.0055637	0	Inf	-0.0228
CAMA1	Taselisib/GDC0032	PI3Ka, g, d	PI3K/mTOR	1.7729	-0.15251	0.24536	0.054071	0.79329	7.0816	0.98719
CAMA1	TGX221	PI3Kb	PI3K/mTOR	42.7345	0.85004	0.0066576	0.0034484	0.9968	118.889	0.79474
CAMA1	Torin2	mTOR/ATM/ATR	PI3K/mTOR	0.0091746	-0.14697	0.50714	0.071692	1.156	0.0098166	0.97482
CAMA1	Everolimus	mTOR1	PI3K/mTOR	-Inf	0.16423	0.76659	0.025784	0.10004	1.9385e-07	0.61758
CAMA1	INK128/MLN0128	mTORC1/2	PI3K/mTOR	0.0096119	-0.096207	0.6396	0.080786	1.3963	0.0099563	0.98744
CAMA1	PF-4708671	p70S6K	PI3K/mTOR	15.3455	0.65554	0.058189	0.0026506	1.1133	41.0889	0.78738
CAMA1	Buparlisib/NVP-BKM120	pan PI3K	PI3K/mTOR	1.0052	-0.42255	0.35347	0.11483	2.4879	1.2949	0.98951
CAMA1	Pictilisib/GDC0941	pan PI3K	PI3K/mTOR	1.5489	-0.23704	0.26199	0.055656	0.84073	5.7216	0.99225
CAMA1	Ceritinib/LDK378	ALK	RTK	1.797	-0.69883	0.23657	0.097237	1.5849	3.5941	0.99647
CAMA1	Neratinib/HKI272	EGFR/HER2	RTK	2.8315	0.44932	0.070335	0.0062949	1.1466	7.3732	0.99027
CAMA1	Tivantinib/ARQ197	MET	RTK	0.27573	-0.56546	0.52589	0.2061	2.2178	0.36921	0.99228
CAMA1	Cediranib/AZD2171	VEGFR/cKIT	RTK	5.0236	-0.29225	0.10888	0.044781	2.4671	7.8416	0.99299
CAMA1	Cabozantinib	VEGFR2/MET	RTK	8.7107	0.2436	0.034155	0.0089653	4.9963	10.1282	0.97965
HCC1428	Abemaciclib/LY2835219	CDK4/6	Cell cycle	0.0097947	0.049173	0.63589	0.014637	0.98632	0.0062766	0.95101
HCC1428	Palbociclib/PD0332991	CDK4/6	Cell cycle	0.074657	0.25419	0.32722	0.0037418	1.4145	0.043222	0.98733
HCC1428	AZD7762	CHK1/2	Cell cycle	0.39126	-0.21519	0.37606	0.084334	1.2225	0.55117	0.98948
HCC1428	Volasertib/BI6727	PLK	Cell cycle	0.018634	-0.038802	0.40626	0.091667	2.1456	0.018507	0.99276
HCC1428	Dinaciclib/SCH727965	pan CDK	Cell cycle	0.017078	-0.67163	0.66104	0.24077	2.9825	0.02239	0.9979
HCC1428	Cisplatin	Chemo	Chemotherapy	0.91164	0.12228	0.26553	0.0096175	1.2004	0.80529	0.9803
HCC1428	Doxorubicin	Chemo	Chemotherapy	0.0047408	-0.7396	0.89549	0.22421	0.51818	0.029971	0.95944
HCC1428	Paclitaxel	Chemo	Chemotherapy	0.0086248	0.064543	0.50661	0.20449	0.72604	0.0074214	0.91451
HCC1428	Topotecan	Topo I	Chemotherapy	0.010613	-0.37635	0.83446	0.1405	0.63243	0.02202	0.8529
HCC1428	Etoposide	Topo II	Chemotherapy	0.21399	-0.032041	0.40091	0.051061	1.7833	0.20625	0.98346
HCC1428	Dasatinib	BCR/ABL	MAPK/nRTK	Inf	0.57843	0.25615	0.019183	0.6681	0.040103	0.94117
HCC1428	Trametinib/GSK1120212	MEK	MAPK/nRTK	Inf	0.81522	0.076666	0.0024542	5	0.024413	0.9037
HCC1428	Saracatinib/AZD0530	SRC	MAPK/nRTK	Inf	0.66913	0.069736	0.0075571	0.87348	1.6565	0.94133
