CellLine	DrugName	PrimaryTarget	Pathway	Conc	GRvalue	IncreasedFracDead
HS578T	Abemaciclib/LY2835219	CDK4/6	Cell cycle	0.1	0.42365	0.075222
HS578T	Abemaciclib/LY2835219	CDK4/6	Cell cycle	0.31623	0.29165	0.095222
HS578T	Abemaciclib/LY2835219	CDK4/6	Cell cycle	1	0.22617	0.1714
HS578T	Abemaciclib/LY2835219	CDK4/6	Cell cycle	3.1623	-0.23821	0.50027
HS578T	Abemaciclib/LY2835219	CDK4/6	Cell cycle	10	-0.58254	0.84364
HS578T	Palbociclib/PD0332991	CDK4/6	Cell cycle	0.00031623	1.0302	-0.0054402
HS578T	Palbociclib/PD0332991	CDK4/6	Cell cycle	0.001	0.98639	0.0072044
HS578T	Palbociclib/PD0332991	CDK4/6	Cell cycle	0.0031623	0.92859	0.0024091
HS578T	Palbociclib/PD0332991	CDK4/6	Cell cycle	0.01	0.76545	0.015154
HS578T	Palbociclib/PD0332991	CDK4/6	Cell cycle	0.031623	0.66613	0.018003
HS578T	Palbociclib/PD0332991	CDK4/6	Cell cycle	0.1	0.5601	0.045795
HS578T	Palbociclib/PD0332991	CDK4/6	Cell cycle	0.31623	0.45598	0.05357
HS578T	Palbociclib/PD0332991	CDK4/6	Cell cycle	1	0.41347	0.074603
HS578T	Palbociclib/PD0332991	CDK4/6	Cell cycle	3.1623	0.30493	0.11532
HS578T	AZD7762	CHK1/2	Cell cycle	0.001	1.0689	0.0050665
HS578T	AZD7762	CHK1/2	Cell cycle	0.0031623	1.0447	0.014521
HS578T	AZD7762	CHK1/2	Cell cycle	0.01	0.69526	0.13036
HS578T	AZD7762	CHK1/2	Cell cycle	0.031623	0.049441	0.38164
HS578T	AZD7762	CHK1/2	Cell cycle	0.1	-0.22349	0.57267
HS578T	AZD7762	CHK1/2	Cell cycle	0.31623	-0.19226	0.55069
HS578T	AZD7762	CHK1/2	Cell cycle	1	-0.17645	0.54208
HS578T	AZD7762	CHK1/2	Cell cycle	3.1623	-0.3399	0.65876
HS578T	AZD7762	CHK1/2	Cell cycle	10	-0.59828	0.86377
HS578T	Volasertib/BI6727	PLK	Cell cycle	0.0001	0.95644	-0.0016496
HS578T	Volasertib/BI6727	PLK	Cell cycle	0.00031623	0.96632	0.0041832
HS578T	Volasertib/BI6727	PLK	Cell cycle	0.001	0.96082	0.013591
HS578T	Volasertib/BI6727	PLK	Cell cycle	0.0031623	0.29935	0.18889
HS578T	Volasertib/BI6727	PLK	Cell cycle	0.01	-0.24842	0.5139
HS578T	Volasertib/BI6727	PLK	Cell cycle	0.031623	-0.28388	0.59291
HS578T	Volasertib/BI6727	PLK	Cell cycle	0.1	-0.27763	0.57923
HS578T	Volasertib/BI6727	PLK	Cell cycle	0.31623	-0.31229	0.59818
HS578T	Volasertib/BI6727	PLK	Cell cycle	1	-0.28179	0.5144
HS578T	Dinaciclib/SCH727965	pan CDK	Cell cycle	0.0001	0.96488	0.0016927
HS578T	Dinaciclib/SCH727965	pan CDK	Cell cycle	0.00031623	1.0174	-0.003239
HS578T	Dinaciclib/SCH727965	pan CDK	Cell cycle	0.001	0.99408	0.0016177
HS578T	Dinaciclib/SCH727965	pan CDK	Cell cycle	0.0031623	0.99706	0.0091233
HS578T	Dinaciclib/SCH727965	pan CDK	Cell cycle	0.01	0.33035	0.18325
HS578T	Dinaciclib/SCH727965	pan CDK	Cell cycle	0.031623	-0.21419	0.42143
HS578T	Dinaciclib/SCH727965	pan CDK	Cell cycle	0.1	-0.19677	0.43656
HS578T	Dinaciclib/SCH727965	pan CDK	Cell cycle	0.31623	-0.21938	0.42321
HS578T	Dinaciclib/SCH727965	pan CDK	Cell cycle	1	-0.23875	0.43506
HS578T	Cisplatin	Chemo	Chemotherapy	0.0010833	1.0006	0.00041116
HS578T	Cisplatin	Chemo	Chemotherapy	0.0033333	0.95607	0.00052048
HS578T	Cisplatin	Chemo	Chemotherapy	0.01	0.95215	0.0012175
HS578T	Cisplatin	Chemo	Chemotherapy	0.031667	0.97895	-0.00069498
HS578T	Cisplatin	Chemo	Chemotherapy	0.1	0.9507	0.0004189
HS578T	Cisplatin	Chemo	Chemotherapy	0.31623	0.88961	0.017787
HS578T	Cisplatin	Chemo	Chemotherapy	1	0.68537	0.09785
HS578T	Cisplatin	Chemo	Chemotherapy	3.1623	0.21651	0.3545
HS578T	Cisplatin	Chemo	Chemotherapy	10	0.012492	0.36491
HS578T	Doxorubicin	Chemo	Chemotherapy	0.00031623	0.95136	0.001289
HS578T	Doxorubicin	Chemo	Chemotherapy	0.001	0.9053	0.01728
HS578T	Doxorubicin	Chemo	Chemotherapy	0.0031623	0.61394	0.11735
HS578T	Doxorubicin	Chemo	Chemotherapy	0.01	0.10256	0.34106
HS578T	Doxorubicin	Chemo	Chemotherapy	0.031623	0.0094787	0.19791
HS578T	Doxorubicin	Chemo	Chemotherapy	0.1	-0.037191	0.22098
HS578T	Doxorubicin	Chemo	Chemotherapy	0.31623	-0.10656	0.30798
HS578T	Doxorubicin	Chemo	Chemotherapy	1	-0.19528	0.39971
HS578T	Doxorubicin	Chemo	Chemotherapy	3.1623	-0.34661	0.60172
HS578T	Paclitaxel	Chemo	Chemotherapy	0.0001	0.67392	0.083135
HS578T	Paclitaxel	Chemo	Chemotherapy	0.00031623	0.94774	0.031432
HS578T	Paclitaxel	Chemo	Chemotherapy	0.001	0.51856	0.25154
HS578T	Paclitaxel	Chemo	Chemotherapy	0.0031623	0.0075674	0.46628
HS578T	Paclitaxel	Chemo	Chemotherapy	0.01	-0.26291	0.63221
HS578T	Paclitaxel	Chemo	Chemotherapy	0.031623	-0.28674	0.66509
HS578T	Paclitaxel	Chemo	Chemotherapy	0.1	-0.36805	0.72674
HS578T	Paclitaxel	Chemo	Chemotherapy	0.31623	-0.33315	0.70271
HS578T	Paclitaxel	Chemo	Chemotherapy	1	-0.37519	0.7497
HS578T	Topotecan	Topo I	Chemotherapy	0.0010833	0.9689	0.0033408
HS578T	Topotecan	Topo I	Chemotherapy	0.0033333	0.71991	0.073551
HS578T	Topotecan	Topo I	Chemotherapy	0.01	0.043924	0.42958
HS578T	Topotecan	Topo I	Chemotherapy	0.031667	-0.0070639	0.39115
HS578T	Topotecan	Topo I	Chemotherapy	0.1	-0.12419	0.47474
HS578T	Topotecan	Topo I	Chemotherapy	0.31623	-0.22869	0.59734
HS578T	Topotecan	Topo I	Chemotherapy	1	-0.33367	0.69467
HS578T	Topotecan	Topo I	Chemotherapy	3.1623	-0.43142	0.78405
HS578T	Topotecan	Topo I	Chemotherapy	10	-0.44884	0.79649
HS578T	Etoposide	Topo II	Chemotherapy	0.0010833	1.0257	0.0029318
HS578T	Etoposide	Topo II	Chemotherapy	0.0033333	1.0092	-0.0037011
HS578T	Etoposide	Topo II	Chemotherapy	0.01	0.99405	-0.0021583
HS578T	Etoposide	Topo II	Chemotherapy	0.031667	1.0041	0.0018025
HS578T	Etoposide	Topo II	Chemotherapy	0.1	0.93119	0.015266
HS578T	Etoposide	Topo II	Chemotherapy	0.31623	0.65215	0.1289
HS578T	Etoposide	Topo II	Chemotherapy	1	0.057784	0.43655
HS578T	Etoposide	Topo II	Chemotherapy	3.1623	-0.082378	0.46428
HS578T	Etoposide	Topo II	Chemotherapy	10	-0.13608	0.45511
HS578T	Dasatinib	BCR/ABL	MAPK/nRTK	0.001	0.90217	-0.0053434
HS578T	Dasatinib	BCR/ABL	MAPK/nRTK	0.0031623	0.83108	0.0035243
HS578T	Dasatinib	BCR/ABL	MAPK/nRTK	0.01	0.83141	-0.0012408
HS578T	Dasatinib	BCR/ABL	MAPK/nRTK	0.031623	0.62162	0.042627
HS578T	Dasatinib	BCR/ABL	MAPK/nRTK	0.1	0.17666	0.22807
HS578T	Dasatinib	BCR/ABL	MAPK/nRTK	0.31623	-0.074102	0.44684
HS578T	Dasatinib	BCR/ABL	MAPK/nRTK	1	-0.17084	0.52693
HS578T	Dasatinib	BCR/ABL	MAPK/nRTK	3.1623	-0.22704	0.58927
HS578T	Dasatinib	BCR/ABL	MAPK/nRTK	10	-0.24416	0.58022
HS578T	Trametinib/GSK1120212	MEK	MAPK/nRTK	0.0001	0.98241	-6.7527e-06
HS578T	Trametinib/GSK1120212	MEK	MAPK/nRTK	0.00031623	0.87654	0.014063
HS578T	Trametinib/GSK1120212	MEK	MAPK/nRTK	0.001	0.80521	0.015333
HS578T	Trametinib/GSK1120212	MEK	MAPK/nRTK	0.0031623	0.65785	0.036299
HS578T	Trametinib/GSK1120212	MEK	MAPK/nRTK	0.01	0.42731	0.054509
HS578T	Trametinib/GSK1120212	MEK	MAPK/nRTK	0.031623	0.25275	0.1128
HS578T	Trametinib/GSK1120212	MEK	MAPK/nRTK	0.1	0.25666	0.12703
HS578T	Trametinib/GSK1120212	MEK	MAPK/nRTK	0.31623	0.19306	0.13691
HS578T	Trametinib/GSK1120212	MEK	MAPK/nRTK	1	0.22777	0.14455
HS578T	Saracatinib/AZD0530	SRC	MAPK/nRTK	0.001	1.0591	-0.0062946
HS578T	Saracatinib/AZD0530	SRC	MAPK/nRTK	0.0031623	0.99847	0.0029269
HS578T	Saracatinib/AZD0530	SRC	MAPK/nRTK	0.01	1.0002	0.0052753
HS578T	Saracatinib/AZD0530	SRC	MAPK/nRTK	0.031623	0.93368	-0.0078937
HS578T	Saracatinib/AZD0530	SRC	MAPK/nRTK	0.1	0.90093	-1.1015e-05
HS578T	Saracatinib/AZD0530	SRC	MAPK/nRTK	0.31623	0.86424	0.0013899
HS578T	Saracatinib/AZD0530	SRC	MAPK/nRTK	1	0.77967	0.012142
HS578T	Saracatinib/AZD0530	SRC	MAPK/nRTK	3.1623	0.62833	0.02597
HS578T	Saracatinib/AZD0530	SRC	MAPK/nRTK	10	0.18896	0.22844
HS578T	ABT-737	Bcl2/XL	Misc	0.001	1.0248	-0.0018441
HS578T	ABT-737	Bcl2/XL	Misc	0.0031623	1.0074	0.0037901
HS578T	ABT-737	Bcl2/XL	Misc	0.01	1.0474	0.0055314
HS578T	ABT-737	Bcl2/XL	Misc	0.031623	0.98638	0.0060511
HS578T	ABT-737	Bcl2/XL	Misc	0.1	1.0131	0.010308
HS578T	ABT-737	Bcl2/XL	Misc	0.31623	0.99671	0.008564
HS578T	ABT-737	Bcl2/XL	Misc	1	0.95671	0.020095
HS578T	ABT-737	Bcl2/XL	Misc	3.1623	0.88384	0.03824
HS578T	ABT-737	Bcl2/XL	Misc	10	0.7755	0.068162
HS578T	Vorinostat	HDAC	Misc	0.001	1.0117	0.00084024
HS578T	Vorinostat	HDAC	Misc	0.0031623	0.96684	-0.0031875
HS578T	Vorinostat	HDAC	Misc	0.01	1.0665	-0.002227
HS578T	Vorinostat	HDAC	Misc	0.031623	1.0296	0.0013053
HS578T	Vorinostat	HDAC	Misc	0.1	1.0643	-0.00098412
HS578T	Vorinostat	HDAC	Misc	0.31623	0.93013	0.0060573
HS578T	Vorinostat	HDAC	Misc	1	0.42582	0.10793
HS578T	Vorinostat	HDAC	Misc	3.1623	-0.056067	0.35835
HS578T	Vorinostat	HDAC	Misc	10	-0.16886	0.47589
HS578T	Luminespib/NVP-AUY922	HSP90	Misc	0.0001	0.97789	0.0050253
HS578T	Luminespib/NVP-AUY922	HSP90	Misc	0.00031623	0.99449	-0.0010333
HS578T	Luminespib/NVP-AUY922	HSP90	Misc	0.001	1.0057	0.0012555
HS578T	Luminespib/NVP-AUY922	HSP90	Misc	0.0031623	0.51573	0.10357
HS578T	Luminespib/NVP-AUY922	HSP90	Misc	0.01	-0.0018513	0.36018
HS578T	Luminespib/NVP-AUY922	HSP90	Misc	0.031623	-0.10051	0.39767
HS578T	Luminespib/NVP-AUY922	HSP90	Misc	0.1	-0.1013	0.39406
HS578T	Luminespib/NVP-AUY922	HSP90	Misc	0.31623	-0.10289	0.38298
HS578T	Luminespib/NVP-AUY922	HSP90	Misc	1	-0.11439	0.41607
HS578T	A-1210477	Mcl-1	Misc	0.001	0.97526	-0.0040706
HS578T	A-1210477	Mcl-1	Misc	0.0031623	1.0209	0.0028749
HS578T	A-1210477	Mcl-1	Misc	0.01	1.0025	0.00038068
HS578T	A-1210477	Mcl-1	Misc	0.031623	0.97954	-0.0020251
HS578T	A-1210477	Mcl-1	Misc	0.1	1.0153	-0.0023078
HS578T	A-1210477	Mcl-1	Misc	0.31623	1.0063	-0.0037609
HS578T	A-1210477	Mcl-1	Misc	1	1.0188	0.002334
HS578T	A-1210477	Mcl-1	Misc	3.1623	1.0615	0.0042223
HS578T	A-1210477	Mcl-1	Misc	10	0.94191	0.0016781
HS578T	Olaparib/AZD2281	PARP	Misc	0.001	0.96884	0.006317
HS578T	Olaparib/AZD2281	PARP	Misc	0.0031623	0.93481	0.002789
HS578T	Olaparib/AZD2281	PARP	Misc	0.01	0.95609	0.00055698
HS578T	Olaparib/AZD2281	PARP	Misc	0.031623	0.94305	0.0049553
HS578T	Olaparib/AZD2281	PARP	Misc	0.1	0.98959	0.00094812
HS578T	Olaparib/AZD2281	PARP	Misc	0.31623	0.92716	0.0063462
HS578T	Olaparib/AZD2281	PARP	Misc	1	0.91468	-0.00084496
HS578T	Olaparib/AZD2281	PARP	Misc	3.1623	0.83079	0.010836
HS578T	Olaparib/AZD2281	PARP	Misc	10	0.44354	0.058664
HS578T	Bleomycin	Radiation	Misc	0.0010833	1.0054	0.0032009
HS578T	Bleomycin	Radiation	Misc	0.0033333	1.0167	0.0052969
HS578T	Bleomycin	Radiation	Misc	0.01	0.96799	0.016199
HS578T	Bleomycin	Radiation	Misc	0.031667	0.87299	0.043645
HS578T	Bleomycin	Radiation	Misc	0.1	0.73628	0.10401
HS578T	Bleomycin	Radiation	Misc	0.31623	0.44121	0.23602
HS578T	Bleomycin	Radiation	Misc	1	0.094753	0.42681
HS578T	Bleomycin	Radiation	Misc	3.1623	-0.073328	0.48652
HS578T	Bleomycin	Radiation	Misc	10	-0.19657	0.56324
HS578T	Ipatasertib/GDC0068	AKT	PI3K/mTOR	0.001	0.92995	0.0022964
HS578T	Ipatasertib/GDC0068	AKT	PI3K/mTOR	0.0031623	0.9722	-0.0036692
HS578T	Ipatasertib/GDC0068	AKT	PI3K/mTOR	0.01	0.93588	0.0016561
HS578T	Ipatasertib/GDC0068	AKT	PI3K/mTOR	0.031623	0.85336	-0.0038639
HS578T	Ipatasertib/GDC0068	AKT	PI3K/mTOR	0.1	0.74712	0.00023072
HS578T	Ipatasertib/GDC0068	AKT	PI3K/mTOR	0.31623	0.68735	0.0032307
HS578T	Ipatasertib/GDC0068	AKT	PI3K/mTOR	1	0.59903	0.010912
HS578T	Ipatasertib/GDC0068	AKT	PI3K/mTOR	3.1623	0.55251	0.03059
HS578T	Ipatasertib/GDC0068	AKT	PI3K/mTOR	10	0.44227	0.042397
HS578T	Alpelisib/BYL719	PI3Ka	PI3K/mTOR	0.001	1.0185	0.0031388
HS578T	Alpelisib/BYL719	PI3Ka	PI3K/mTOR	0.0031623	0.96259	0.0035402
HS578T	Alpelisib/BYL719	PI3Ka	PI3K/mTOR	0.01	0.99503	0.0031762
HS578T	Alpelisib/BYL719	PI3Ka	PI3K/mTOR	0.031623	0.96908	0.00079394
HS578T	Alpelisib/BYL719	PI3Ka	PI3K/mTOR	0.1	0.94494	-0.00022279
HS578T	Alpelisib/BYL719	PI3Ka	PI3K/mTOR	0.31623	0.92238	0.0012503
HS578T	Alpelisib/BYL719	PI3Ka	PI3K/mTOR	1	0.90265	0.0020034
HS578T	Alpelisib/BYL719	PI3Ka	PI3K/mTOR	3.1623	0.80501	0.0047422
HS578T	Alpelisib/BYL719	PI3Ka	PI3K/mTOR	10	0.53081	0.038469
HS578T	Taselisib/GDC0032	PI3Ka, g, d	PI3K/mTOR	0.001	0.99186	-0.0040584
HS578T	Taselisib/GDC0032	PI3Ka, g, d	PI3K/mTOR	0.0031623	0.95895	0.0025441
HS578T	Taselisib/GDC0032	PI3Ka, g, d	PI3K/mTOR	0.01	0.86425	0.00071614
HS578T	Taselisib/GDC0032	PI3Ka, g, d	PI3K/mTOR	0.031623	0.77122	0.031741
HS578T	Taselisib/GDC0032	PI3Ka, g, d	PI3K/mTOR	0.1	0.66762	0.025037
HS578T	Taselisib/GDC0032	PI3Ka, g, d	PI3K/mTOR	0.31623	0.62215	0.041325
HS578T	Taselisib/GDC0032	PI3Ka, g, d	PI3K/mTOR	1	0.39302	0.094807
HS578T	Taselisib/GDC0032	PI3Ka, g, d	PI3K/mTOR	3.1623	0.24671	0.13162
HS578T	Taselisib/GDC0032	PI3Ka, g, d	PI3K/mTOR	10	-0.01794	0.33693
HS578T	TGX221	PI3Kb	PI3K/mTOR	0.001	1.029	0.0014702
HS578T	TGX221	PI3Kb	PI3K/mTOR	0.0031623	0.98684	0.0062233
HS578T	TGX221	PI3Kb	PI3K/mTOR	0.01	0.95502	0.0066132
HS578T	TGX221	PI3Kb	PI3K/mTOR	0.031623	0.95009	0.0050147
HS578T	TGX221	PI3Kb	PI3K/mTOR	0.1	0.9809	0.0035334
HS578T	TGX221	PI3Kb	PI3K/mTOR	0.31623	0.94096	0.0046014
HS578T	TGX221	PI3Kb	PI3K/mTOR	1	0.9413	0.011077
HS578T	TGX221	PI3Kb	PI3K/mTOR	3.1623	0.84099	0.014406
HS578T	TGX221	PI3Kb	PI3K/mTOR	10	0.70944	0.039771
HS578T	Torin2	mTOR/ATM/ATR	PI3K/mTOR	0.0001	1.0888	0.0047484
HS578T	Torin2	mTOR/ATM/ATR	PI3K/mTOR	0.00031623	0.9607	0.0017425
HS578T	Torin2	mTOR/ATM/ATR	PI3K/mTOR	0.001	0.82164	-0.0013169
HS578T	Torin2	mTOR/ATM/ATR	PI3K/mTOR	0.0031623	0.68302	0.011001
HS578T	Torin2	mTOR/ATM/ATR	PI3K/mTOR	0.01	0.35094	0.054266
HS578T	Torin2	mTOR/ATM/ATR	PI3K/mTOR	0.031623	0.19343	0.10745
HS578T	Torin2	mTOR/ATM/ATR	PI3K/mTOR	0.1	0.061074	0.21334
HS578T	Torin2	mTOR/ATM/ATR	PI3K/mTOR	0.31623	-0.033752	0.30757
HS578T	Torin2	mTOR/ATM/ATR	PI3K/mTOR	1	-0.2174	0.53645
HS578T	Everolimus	mTOR1	PI3K/mTOR	0.001	0.55384	0.032059
HS578T	Everolimus	mTOR1	PI3K/mTOR	0.0031623	0.51149	0.022754
HS578T	Everolimus	mTOR1	PI3K/mTOR	0.01	0.48185	0.0303
HS578T	Everolimus	mTOR1	PI3K/mTOR	0.031623	0.43242	0.03162
HS578T	Everolimus	mTOR1	PI3K/mTOR	0.1	0.50383	0.018311
HS578T	Everolimus	mTOR1	PI3K/mTOR	0.31623	0.49033	0.016596
HS578T	Everolimus	mTOR1	PI3K/mTOR	1	0.44433	0.036245
HS578T	Everolimus	mTOR1	PI3K/mTOR	3.1623	0.42044	0.020038
HS578T	Everolimus	mTOR1	PI3K/mTOR	10	0.44081	0.041947
HS578T	INK128/MLN0128	mTORC1/2	PI3K/mTOR	0.00031623	0.9166	0.0028586
HS578T	INK128/MLN0128	mTORC1/2	PI3K/mTOR	0.001	0.92793	-0.00073284
HS578T	INK128/MLN0128	mTORC1/2	PI3K/mTOR	0.0031623	0.83144	-0.00098288
HS578T	INK128/MLN0128	mTORC1/2	PI3K/mTOR	0.01	0.43909	0.032876
HS578T	INK128/MLN0128	mTORC1/2	PI3K/mTOR	0.031623	0.17921	0.077695
HS578T	INK128/MLN0128	mTORC1/2	PI3K/mTOR	0.1	0.093272	0.14182
HS578T	INK128/MLN0128	mTORC1/2	PI3K/mTOR	0.31623	0.092019	0.14671
HS578T	INK128/MLN0128	mTORC1/2	PI3K/mTOR	1	0.033046	0.20747
HS578T	INK128/MLN0128	mTORC1/2	PI3K/mTOR	3.1623	-0.070802	0.30146
HS578T	PF-4708671	p70S6K	PI3K/mTOR	0.001	1.0144	0.0057241
HS578T	PF-4708671	p70S6K	PI3K/mTOR	0.0031623	0.98283	2.1417e-05
HS578T	PF-4708671	p70S6K	PI3K/mTOR	0.01	1.028	0.00022833
HS578T	PF-4708671	p70S6K	PI3K/mTOR	0.031623	1.0346	0.0024381
HS578T	PF-4708671	p70S6K	PI3K/mTOR	0.1	0.96965	-0.0011564
HS578T	PF-4708671	p70S6K	PI3K/mTOR	0.31623	0.95577	0.0065376
HS578T	PF-4708671	p70S6K	PI3K/mTOR	1	0.93316	-0.0029294
HS578T	PF-4708671	p70S6K	PI3K/mTOR	3.1623	0.91431	0.0013332
HS578T	PF-4708671	p70S6K	PI3K/mTOR	10	0.94553	-0.00768
HS578T	Buparlisib/NVP-BKM120	pan PI3K	PI3K/mTOR	0.001	0.97644	0.0036194
HS578T	Buparlisib/NVP-BKM120	pan PI3K	PI3K/mTOR	0.0031623	0.98714	-0.0026203
HS578T	Buparlisib/NVP-BKM120	pan PI3K	PI3K/mTOR	0.01	0.95057	-0.0020945
HS578T	Buparlisib/NVP-BKM120	pan PI3K	PI3K/mTOR	0.031623	0.99446	0.0065273
HS578T	Buparlisib/NVP-BKM120	pan PI3K	PI3K/mTOR	0.1	0.88337	0.0091246
HS578T	Buparlisib/NVP-BKM120	pan PI3K	PI3K/mTOR	0.31623	0.76489	0.010466
HS578T	Buparlisib/NVP-BKM120	pan PI3K	PI3K/mTOR	1	0.36684	0.13381
HS578T	Buparlisib/NVP-BKM120	pan PI3K	PI3K/mTOR	3.1623	-0.27203	0.56181
HS578T	Buparlisib/NVP-BKM120	pan PI3K	PI3K/mTOR	10	-0.34338	0.6476
HS578T	Pictilisib/GDC0941	pan PI3K	PI3K/mTOR	0.001	0.90539	0.0051845
HS578T	Pictilisib/GDC0941	pan PI3K	PI3K/mTOR	0.0031623	0.89292	-0.00092145
HS578T	Pictilisib/GDC0941	pan PI3K	PI3K/mTOR	0.01	0.90817	5.0654e-05
HS578T	Pictilisib/GDC0941	pan PI3K	PI3K/mTOR	0.031623	0.82395	0.013542
HS578T	Pictilisib/GDC0941	pan PI3K	PI3K/mTOR	0.1	0.80429	0.013188
HS578T	Pictilisib/GDC0941	pan PI3K	PI3K/mTOR	0.31623	0.73982	0.011222
HS578T	Pictilisib/GDC0941	pan PI3K	PI3K/mTOR	1	0.53045	0.055833
HS578T	Pictilisib/GDC0941	pan PI3K	PI3K/mTOR	3.1623	0.34344	0.092678
HS578T	Pictilisib/GDC0941	pan PI3K	PI3K/mTOR	10	0.034513	0.24812
HS578T	Ceritinib/LDK378	ALK	RTK	0.001	1.0232	-0.0040371
HS578T	Ceritinib/LDK378	ALK	RTK	0.0031623	0.97925	-0.0026664
HS578T	Ceritinib/LDK378	ALK	RTK	0.01	1.0252	0.0010307
HS578T	Ceritinib/LDK378	ALK	RTK	0.031623	0.97878	0.0049445
HS578T	Ceritinib/LDK378	ALK	RTK	0.1	0.96224	0.014077
HS578T	Ceritinib/LDK378	ALK	RTK	0.31623	0.80738	0.048773
HS578T	Ceritinib/LDK378	ALK	RTK	1	0.3515	0.17148
HS578T	Ceritinib/LDK378	ALK	RTK	3.1623	0.15988	0.22058
HS578T	Ceritinib/LDK378	ALK	RTK	10	-0.43555	0.67418
HS578T	Neratinib/HKI272	EGFR/HER2	RTK	0.00031623	1.0519	0.0019625
HS578T	Neratinib/HKI272	EGFR/HER2	RTK	0.001	1.0056	0.0019068
HS578T	Neratinib/HKI272	EGFR/HER2	RTK	0.0031623	1.0284	0.0012304
HS578T	Neratinib/HKI272	EGFR/HER2	RTK	0.01	0.98494	0.0072104
HS578T	Neratinib/HKI272	EGFR/HER2	RTK	0.031623	1.0125	0.0043569
HS578T	Neratinib/HKI272	EGFR/HER2	RTK	0.1	0.89042	0.0037922
HS578T	Neratinib/HKI272	EGFR/HER2	RTK	0.31623	0.61711	0.030826
HS578T	Neratinib/HKI272	EGFR/HER2	RTK	1	0.39614	0.053544
HS578T	Neratinib/HKI272	EGFR/HER2	RTK	3.1623	-0.16075	0.49406
HS578T	Tivantinib/ARQ197	MET	RTK	0.001	0.99769	-0.0026612
HS578T	Tivantinib/ARQ197	MET	RTK	0.0031623	1.0093	-0.0030866
HS578T	Tivantinib/ARQ197	MET	RTK	0.01	0.99607	0.0048496
HS578T	Tivantinib/ARQ197	MET	RTK	0.031623	1.086	0.0027157
HS578T	Tivantinib/ARQ197	MET	RTK	0.1	0.93544	0.027966
HS578T	Tivantinib/ARQ197	MET	RTK	0.31623	0.53677	0.14448
HS578T	Tivantinib/ARQ197	MET	RTK	1	-0.11619	0.44578
HS578T	Tivantinib/ARQ197	MET	RTK	3.1623	-0.27923	0.56579
HS578T	Tivantinib/ARQ197	MET	RTK	10	-0.32035	0.67768
HS578T	Cediranib/AZD2171	VEGFR/cKIT	RTK	0.001	1.0163	-0.00048377
HS578T	Cediranib/AZD2171	VEGFR/cKIT	RTK	0.0031623	0.9935	0.0040392
HS578T	Cediranib/AZD2171	VEGFR/cKIT	RTK	0.01	0.9644	0.0018761
HS578T	Cediranib/AZD2171	VEGFR/cKIT	RTK	0.031623	0.83971	0.018959
HS578T	Cediranib/AZD2171	VEGFR/cKIT	RTK	0.1	0.72753	0.026357
HS578T	Cediranib/AZD2171	VEGFR/cKIT	RTK	0.31623	0.56113	0.056118
HS578T	Cediranib/AZD2171	VEGFR/cKIT	RTK	1	0.38584	0.10669
HS578T	Cediranib/AZD2171	VEGFR/cKIT	RTK	3.1623	0.15603	0.19759
HS578T	Cediranib/AZD2171	VEGFR/cKIT	RTK	10	-0.57228	0.81093
HS578T	Cabozantinib	VEGFR2/MET	RTK	0.001	0.92303	0.0027484
HS578T	Cabozantinib	VEGFR2/MET	RTK	0.0031623	0.98034	0.0005087
HS578T	Cabozantinib	VEGFR2/MET	RTK	0.01	0.93597	0.011113
HS578T	Cabozantinib	VEGFR2/MET	RTK	0.031623	0.96629	0.010457
HS578T	Cabozantinib	VEGFR2/MET	RTK	0.1	0.88752	0.020368
HS578T	Cabozantinib	VEGFR2/MET	RTK	0.31623	0.90447	0.017646
HS578T	Cabozantinib	VEGFR2/MET	RTK	1	0.83959	0.026882
HS578T	Cabozantinib	VEGFR2/MET	RTK	3.1623	0.84876	0.033053
HS578T	Cabozantinib	VEGFR2/MET	RTK	10	0.21545	0.28407
MCF10A	Abemaciclib/LY2835219	CDK4/6	Cell cycle	0.001	0.98606	-0.00067781
MCF10A	Abemaciclib/LY2835219	CDK4/6	Cell cycle	0.0031623	0.94958	-0.0033205
MCF10A	Abemaciclib/LY2835219	CDK4/6	Cell cycle	0.01	0.87743	-0.0066578
MCF10A	Abemaciclib/LY2835219	CDK4/6	Cell cycle	0.031623	0.76839	-0.0088797
MCF10A	Abemaciclib/LY2835219	CDK4/6	Cell cycle	0.1	0.6529	-0.0082291
MCF10A	Abemaciclib/LY2835219	CDK4/6	Cell cycle	0.31623	0.52643	-0.00795
MCF10A	Abemaciclib/LY2835219	CDK4/6	Cell cycle	1	0.35357	-0.0032015
MCF10A	Abemaciclib/LY2835219	CDK4/6	Cell cycle	3.1623	0.25429	-0.0015034
MCF10A	Abemaciclib/LY2835219	CDK4/6	Cell cycle	10	0.15126	0.029693
MCF10A	Palbociclib/PD0332991	CDK4/6	Cell cycle	0.00031623	1.0029	0.00074615
MCF10A	Palbociclib/PD0332991	CDK4/6	Cell cycle	0.001	1.004	0.00067501
MCF10A	Palbociclib/PD0332991	CDK4/6	Cell cycle	0.0031623	0.97891	-0.002221
MCF10A	Palbociclib/PD0332991	CDK4/6	Cell cycle	0.01	0.93871	-0.0041604
MCF10A	Palbociclib/PD0332991	CDK4/6	Cell cycle	0.031623	0.85305	-0.0069234
MCF10A	Palbociclib/PD0332991	CDK4/6	Cell cycle	0.1	0.75161	-0.0084457
